"SpeciesID","GenusID","Species","SAuthor","NameDK","NameUK","SBiolEuDK","SBiolEuUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK"
644,185,"impigra","(O. P.-Cambridge, 1871)","Kærbaldakinspinder",,,,,,,,,,,,,,,
646,186,"vidua","(L. Koch, 1879)",,,,,,,,,,,,,,,,
651,189,"fenestralis","(Ström, 1768)","Skovkartespinder","Window lace-weaver",,,"Forkrop brun med mørkere hoved. På bagkroppen findes et mørkt område omkring hjertemærket og længere bagud en serie fremadrettede fine, hvide pile dannet af hvide hår. Bagkroppen sparsomt behåret med tynde hår.  Vanskelig at kende fra den nærtstående art <i>A. similis</i> da farvetegningerne ligner hinanden. <i>Amaurobius fenestralis</i> er dog noget mindre og ses typisk ikke i samme habitat. Derfor kan størrelsen og habitat give en artsbestemmelse med nogen sikkerhed. Vil man være helt sikker skal man kigge på kønsorganerne under stereolup, da både hannernes palpeorganer og hunnernes epigyner er klart forskellige hos de to arter.","Carapace yellow-brown to brown with head sometimes darker. Legs yellow-brown with dark annulations. Abdomen yellow-brown with dark brown spots at sides. The area around the cardiac mark is darker than the remaining abdomen. Behind the cardiac mark there is a series of forward directed chevrons made by whitish hairs, further back followed by dark-brown chevrons.","5-7","7-9","Bag bark, under træstammer og rødder i skovbunden.","Behind bark of trees, under logs and treeroots in the forest floor.",,,"Almindelig i Danmark og nordeuropa.","Common in Northern Europe.",,
652,189,"similis","(Blackwall, 1861)","Huskartespinder",,,,"Ikke let at kende fra  <i>A. fenestralis</i> som navnet \"similis\" antyder, men er dog lidt større.","Similar to <i>A. fenestralis</i> but larger.","6-8","9-12","Primært udvendigt på bygninger, hvor retræten anlægges i huller i mure og revner i plankeværker. Undertiden også under sten og bag bark.","Primarily holes in walls on the outside of buildings. Sometimes under stones and behind bark.",,,"Meget almindelig i Danmark og Nordeuropa.","Common in Denmark and throughout Northern Europe.",,
653,189,"ferox","(Walckenaer, 1830)",,"Black lace-weaver",,,"Større og betydeligt mørkere end slægtens to andre danske arter. Bagkrop har et blåligt skær og har svagt fremtrædende, lysere tegninger. Ben mørkt rødbrune. Hannens palper er iøjnefaldende hvide.","Larger than <i>A. fenestralis</i> and <i>A. similis</i> and considerably darker with a bluish tinge. Faint chevrons are visible on the abdomen. Legs also darker, reddish brown. The male palpal organs are strikingly white.","9-12","12-16","Samme som <i>A. similis</i>, men mere knyttet til klipperevner og sten.","Same as <i>A. similis</i> but more frequently in crevices in cliffs and underneath stones.",,,"I Danmark kun almindelig på Bornholm, især omkring Gudhjem.","In Denmark, this species is only common on the Island of Borholm. Widespread in Northern Europe with appriciably less common than <i>A. fenestralis</i> and <i>A. similis</i>.",,
658,191,"arundinacea","(Linnaeus, 1758) ","Lille plantekrustrådsspinder",,,,"Mørkebrun, tæt behåret med hvide hår så arten virker grå, hvor hårene sidder tæt. Hovedet har fem langsgående rækker af hvide hår.","Dark species with light hairs such as the spider appear greyish where coverage is dense. The head has five longitudinal rows of light hairs.","2-3","2.5-3.5","Heder, overdrev og moser (især næringsfattige), ofte i  toppen af dværgbuske og græsser, gerne vissent.","Heather, dry grassland and bogs (particularly nutrient-poor), in the tops of often dead vegetation, such as bushes and grasses",,,"Den eneste almindelige art i slægten. Meget almindelig, hvor der er egnet habitat.","Common in suitable habitats and by far the most frequently encountered species of the genus.",,
659,191,"pusilla","Thorell, 1856",,,,,,,,,,,,,,,,
660,191,"major","Menge, 1869","Klippe-kartespinder",,,,,,"2.5-3","3-3.5",,,,,,,,
661,191,"uncinata","Thorell, 1856",,,,,,,,,,,,,,,,
662,191,"latens","(Fabricius, 1775)",,,,,"Meget mørkere end de øvrige arter i slægten, og kan vel kun forveksles med <i>Argenna subnigra</i>. Sidstnævnte har dog ikke tydelige langsgående hvide hår på hovedet og er generelt mere brunlig.","Much darker, almost black compared to the other species of the genus. Could be confused with <i>Argenna subnigra</i>, however this species lack the distinct longitudinal rows of white hairs on the head.","2-2.5","2.5-3-5","Samme som <i>D. arundinacea</i> ifølge litteraturen. Egne fund peger dog i retning af at arten er mindre knyttet til lyng og mere knyttet til tør vegetation på kystnære overdrev og strandoverdrev.","Same as <i>D. arundinacea</i> according to the literature. However, my own records of this species indicate that this species is more frequent in coastal grassland than inland heather compared to <i>D. arundinacea</i>.",,,"Ikke særlig almindelig i Danmark, men er dog kendt fra det meste af landet. Nok mere almindelig syd for Danmark.","Much less frequent than <i>D. arundinacea</i>, but nevertheless known from most of Denmark. Widespread in Europe.",,
665,192,"humilis","(Blackwall, 1855) ",,,,,"Lille buttet, grønbrun edderkop med sorte tegninger på forkroppen, og med mørkt felt forrest på bagkroppen. Ben med tydelige sorte ringtegninger. Hannerne er slankere end hunnerne.","Small, greenish-brown spider with black markings on the cephalothorax and a dark area on the abdomen. Legs are clearly annulated with dark brown. Males are slimmer than females.","1.75-2","2-2.5","Jeg har primært fundet denne art på skovfyr i både haver og plantager, men har også taget arten på løvtræer i så vidt forskellige situationer som allé træer og skovmoser. I alle tilfælde bag løs bark, mest hyppigt på stammen.","Bark of treessuch as pines and various broadleaved trees in a variety of habitats.",,,"Kendt fra det meste af landet, og lokalt almindelig. Vidt udbredt i Europa.","Known from most of Denmark and locally common.",,
666,192,"nielseni","(Schenkel, 1932)",,,,,,,,,,,,,,,,
670,193,"walckenaeri","(Roewer, 1951) ",,,,,,,,,,,,,,,,
671,194,"subnigra","(O. P.-Cambridge, 1861) ",,,,,"Lille mørk edderkop uden særlige morfologiske kendetegn. Herved skulle den nemt kunne forveksles med de små, sorte dværgedderkopper fra tæppespinder familien. Men arten er dog relativ nem at kende i felten, på grund af habitapreferencen, cribellat fangnettet, den matte gråsorte-gråbrune farve på bagkroppen og den tydeligt \"Dictynide\" kropsform. Hovedet har langsgående rækker af hvide (10 x lup). Hunnernes epigyn består af to hvide, skiveformede plader, hvilket undertiden også er synligt med lup.","Small, dark spider with no distinct morphological characteristics. This makes it prone for confusion with members of the Linyphiidae. Despite this the species is rather easy to identify in the field due to its habitatpreference, the cribelatte snare, the matte, greyish-black to greyish brown colouration of the abdomen, and the distinct \"Dictynid\" bodyform. Especially the head with its longitudinal row of light hairs (10 x lens) reveal the identity. The characteristic white discs of the female's epigyne is also sometimes visible and aid identification.","1.5-1.75","1.75-2.5","Under sten i klitter, strandvolde og kystoverdrev.","Under stones in dunes and coastal grassland. Also under stones on beaches above the upwash zone.",,,"Vidt udbredt i Danmark og Europa, men er ikke særlig almindelig undtagen lokalt.","Widespread in Denmark and Europe, but generally uncommon, except locally.",,
672,194,"patula","(Simon, 1874)",,,,,,,,,,,,,,,,
676,198,"paradoxus","(C. L. Koch, 1834) ","Trekantspinder","Triangle Spider",,,"Særpræget edderkop med meget speciel placering af øjnene. Bagkroppen er afrundet trekantet i profil. Edderkoppen er meleret i typisk rødbrune, gulbrune eller grå  farver, undertiden ses hos hunnerne nogle kontrasterende hvide pletter. Edderkoppen er uhyre godt camoufleret når den sidder på visne grangrene. Hannernes palper er forholdsvis store, af størrelse med forkroppen.","Odd spider with eyes arranged widely apart. The abdomen is rounded triangular in lateral view. The spider is mottled in shades of reddishbrow, yellowish brown or grey, sometimes with white bands along the sides. The spider is extremely well camuoflaged when sitting on dead branches. The palpal organs are very large and projecting, about the same size as the cephalothorax.","3-4","5-6","Nåleskov, gerne gammel, mørk skov med døde grene nederst. Sidder ofte i hovedhøjde, undertiden i sit spind og undertiden på grenene, hvor den er godt camoufleret, og vanskelig at få øje på.","Dark and old evergreen forest, typically on the lower dead branches at 1-2 m height. The spider can be difficult to spot even if it hangs in its web.",,,"Lokalt almindelig i nåleskove. Ikke kendt fra Vestjylland. Hist og her i Nordeuropa, med nordgrænse omkring Stockholm.","Locally common in some Danish forests, rare or absent in others. Widespread in Europa as far north as Stockholm.",,
677,199,"domesticus","Dalmas, 1916","Rød vægjæger",,,,"Rød vægjæger er  let genkendelig på sin farve og gangart, som veksler mellem slowmotion bevægelser og hurtige spurter. Denne adfærd ses nemt hvis man forstyrrer den ved sætte en finger tæt ved den. Arten er også speciel ved kun at have seks øjne. Kun omkring fem andre danske arter har 6 øjne, og de er allesammen mellemstore til store edderkopper. Hannens palpe er af en meget simpel konstruktion, nærmest bare en beholder. Tibia I med fem par ventrale torne i sammenligning til <i>Oonops pulcher</i>, som kun har fire par.","<i>Oonops domesticus</i>  is easily recognised by its red colour and way of walking, which alternates between slow walks and short runs. This is particularly evident if the spider is gently disturbed. The species is one of only about five Danish spiders with six eyes, the remaining more than 500 species having eight. The eyes of <i>Oonops domesticus</i> are pearly indicating this is a nocturnal species.","1.5","2","Arten ses næsten udelukkende i huse, oftest i badeværelser efter at lyset har været slukket i nogle timer. Tænder man lyset, kan man være heldig at se den før den når at skjule sig.","The species lives exclusively within houses and rare outdoor findings are supposedly stray specimens.",,,"Rød vægjæger er formentlig relativ almindelig i Danmark. Ihvertfald, alle de huse jeg har opholdt mig i, efter at jeg begyndte at interessere mig for edderkopper, har alle før eller siden vist sig at have en bestand. Der kan dog gå måneder mellem de enkelte observationer.","<i>Oonops domesticus</i> are probably fairly common in Denmark. At least, all the houses I have stayed in for longer periods since I picked up arachnology sooner or later revealed populations. However, months may pass between individual sightings. Widespread in Europe.",,
679,200,"thoracica","(Latreille, 1802) ","Spytteedderkop",,,,,,,,,,,,,,,
681,201,"rubicunda","(C. L. Koch, 1838)",,,,,"Ligner arter af <i>Dysdera</i> men har små kæber. Arten har betydeligt flere torne (8-10) på femur IV, og som netop kan anes på nedenstående billede.","Similar in appearance to <i>Dysdera</i>  species but has much less prominent chelicerea. The number of spines on femur IV (8-10) is also higher than found within <i>Dysdera</i> (1-3). These spines are just visible on the picture below.","7-8","8-12","Under sten og affald på lysåbne steder såsom ruderater.","Under stones and other objects in dry and sunny places such as wasteland.",,,"Muligvis nyindvandret art som indtil videre kun er kendt fra Rødby Havn","Recently discovered at one port in Southern Denmark.",,
682,208,"crocata","C. L. Koch, 1838",,,,,,,,,,,,,,,,
684,202,"senoculata","(Linnaeus, 1758)","Snubletrådsedderkop",,,,"Forkrop mørkebrunt med hovedet mørkest og kun beklædt med få tynde hår, i modsætning til slægtens anden danske art <i>S. bavarica</i>, som har hovedet tæthåret af tynde hår. Aflang bagkrop med lappet mørk midterstribe og spredte pletter på siderne. Lysebrune ben med spredte, mørke ringtegninger.","Cephalothorax dark brown with head region darker.  It differs from the second Danish species of the genus, <i>S. bavarica</i>, by having only a few thin hairs on the cephalothorax. The abdomen is elongate wiht dark lobed median band and lighter sides with dark spots. Legs are ligth brown with dark annulations rather far spaced apart.","6-9","7-10","Almindeligvis bag bark, men også huller i mure og under sten.","Most commonly found behind bark on the stems of trees, but also found i holes of walls and under stones.",,,"Almindelig i hele Danmark og store dele af Europa.","Widespread throughout Denmark and most of Europe.",,
685,202,"bavarica","C. L. Koch, 1843",,,,,"Som regel noget større end <i>S. senoculata</i> og mere grå grundet tættere behåring. Det langsgående lappede bånd på bagkroppen er delt af en lys midterstribe.","Usually somewhat larger than <i>S. senoculata</i> and appearing more greyish due to the much denser hairs. A central light band divedes the lobes on the abdomen in two halves.","9-11","10-13","I Danmark findes arten i klipperevner, murhuller og under sten på kystnære lokaliteter. Længere mod syd træffes arten også under bark på træer.","Holes in walls, cracks in cliffs and under stones. To the south of Denmark, the species is also encountered behind bark of forest trees.",,,"I Danmark kendes arten kun fra Bornholm, særligt området omkring Hammershus og Gudhjem. Spredt i Europa med nordgrænse i Sverige.","In Denmark restricted to the island of Bornholm where it is locally abundant. Widespread in Europe but far less common than <i>S. senoculata</i>. Northern limit in Europe is southern Sweden.",,
687,204,"phalangioides","(Fuesslin, 1775) ","Mejeredderkop","Longbodied cellar spider",,,"Betydeligt større end slægtens anden art, <i>P. opilionoides</i>. Rørformet, gråbrun  bagkrop med flere par utydelige grå pletter. Forkrop gulbrun med undtagelse af mørkt område i midten. Benene er uden torne, men med rækkestillede hår.","The abdomen is tubular, greyish-brown with some paired darker spots dorsally. The cephalothorax is yellowish-brown with a darker, central area. The legs have no spines but have long, fine hairs neatly arranged in longitudinal rows.","7-9","8-10","I Danmark altid indendørs i opvarmede huse. I Sydeuropa også i huler.","In colder climates, such as the Danish, always indoors in heated buildings. In warmer climates also caves.",,,"Stort set kosmopolitisk.","Virtually cosmopolitically distributed.",,
689,204,"opilionoides","(Schrank, 1781)",,,,,"Kun ca. halvt så stor som <i>P. phalangioides</i>. Lidt mørkere og lidt mere gullig end slægtens anden art. Pletter på bagkrop mindre udtalte. Den grå brystplade (sternum) er med tydelige lyse pletter ud for hvert ben.","Only about half the size of <i>P. phalangioides</i>. Slightly darker and more yellowish than the other species of the genus. The spots on the abdomen is less conspicious. Sternum is grey with clear light spots opposite each coxae.","5","5","Arten findes typisk i klipperevner, hule træer, udendørs menneskeskabte hulrum, dog undertiden også indendørs i kældre.","Mostly out of doors in rock crevices, hollows of trees, inside man made objects with cavities, sometimes also indoors, mainly in cellars.",,,"Første danske fund er fra 2005, hvor arten blev fundet i Københavnsområdet. Muligvis en nyindvandret art. Stedvis ret almindelig i Mellemeuropa.","The species was recorded for the first time in Denmark in 2005, where several specimens have been taken in the Copenhagen area. Locally common in Central Europe.",,
705,213,"stenaspis","Simon, 1891",,,,,,,,,,,,,,,,
706,214,"rubidum","Simon, 1914",,,,,,,,,,,,,,,,
736,166,"pabulator","(O. P.-Cambridge, 1875)",,,,,,,,,,,,,,,,
747,141,"dentatus","Tullgren, 1955",,,,,,,,,,,,,,,,
5925,201,"hombergi","(Scopoli, 1763) ",,,,,"Hunnerne med slank og lang bagkrop. Hannerne er endnu slankere og deres bagkroppe er påfaldende rørformede. Forkrop mørkt og ret blank. Bagkrop mattere, mørk gråbrun. Benene er gule, dog med sorte partier på femora, tibia og metatarsi.","Females with elongate slim abdomen. Males even slimmer with long tubular abdomen. Head rather glossy and dark, abdomen greyish brown. Legs yellow but with parts of femora, tibia and metatarsi darkened.","5-6","6-7","Under bark, sten, rødder og mellem bladene i tætte græstuer og lignende.","Under bark, stones, dead wood and roots, sometimes between dried leaves in grrass tussucks etc.",,,"Sydlig i Danmark, lokalt talrig i Sønderjylland, Sydsjælland, Lolland Falster og Møn samt Bornholm. Almindelig i Nord- og Mellemeuropa.","Locally common in southern parts of Denmark. Widespread and fairly common in countries to the south of Denmark.",,
759,226,"taoplesius","Wunderlich, 1969",,,,,,,,,,,,,,,,
5933,836,"aquatica","(Clerck, 1757) ","Vandedderkop","Water Spider",,,"Mellemstor edderkop som er fuldstændig tilpasset et liv i vand. Forkrop lys til mørk gulbrun. Bagkrop tæt plyshåret. Oppe af vandet er bagkroppen ensfarvet gråsort. Under vandet er bagkroppens plyshår omgivet af et luftlag, der giver edderkoppen et sølvskinnende udseende. Ben har samme farve som forkroppen. De to bagerste benpar er forsynet med bræmmer af lange svømmehår, som er et godt feltkendetegn for både voksne og juvenile individer. Svømmehårene ses tydeligt med floralup når edderkoppen er i en hvid fotobakke med vand. Arten er en af få, hvor hannerne som regel er større end hunnerne. Retræten anlægges under vand, og består af et dykkerklokke-formet spind, som holdes fyldt med luft hentet ved overfladen. Arten er kendt for at kunne levere et smertefuldt bid.","Medium-sized spider fully adapted for an aquatic life-style. Carapace pale to dark yellowish brown. Abdomen with dense pubescense appearing velvet-grey on land. But  when in  water, air is trapped around the abdomen giving it a silvery appearance. Legs coloured as carapace. Legs III and IV are furnished with long fine hairs that aid in swimming. These swimhairs are easily seen with a lens when the spider is examined in a tray with water, and identifies both immatures and adults. The species is one of very few spider species where the male usually is larger than the female. They build a retreat in the form of an underwater diving-bell, which is kept filled with air collected at the surface. The species has a reputation of being able to deliver a painful bite.","10-15","8-12","Damme, langtsomt flydende vandløb, kanaler og lavvandede søer, som regel hvor der er veludviklede bestande af undervandsplanter.","Ponds, streams with little current and shallow lakes, usually where there is well-developed aquatic vegetation.",,,"Kendt fra det meste af Danmark, men lokal. Flest lokaliteter findes i egne med relativt uforurenede damme og småsøer. Hvor den forekommer er den ofte talrig. Total udbredelsen er palæarktisk med forekomster i Nord- og Mellemeuropa, og det nordlige Asien op til 62° grader nord. Arten er sjældnere i Mellemeuropa end i Nordeuropa.","The water spider is widely but locally distributed in Denmark. Most commonly found in areas with unpolluted ponds and lakes. It occurs throughout northern and central Europe, in central Asia and Siberia up to 62° latitude North (palearctic distribution). The species is commoner in northern Europe than in central Europe.",,
5935,282,"complicatus","(Emerton, 1882)",,,,"Females can be identified using a lens due to its very large and characteristic epigyne. However, in some parts of its range the species overlap both in distribution and habitat with the similar but rare and slightly smaller <i>L. antroniensis</i>.",,"Both males and females have carapace and legs pale yellow-brown and grey abdomens (Locket & Millidge 1953). Tm I  ca. = 0.2. Metatarsi with one spine each","1.7-2.2","1.7-2.2",,,,,,,,
5936,837,"hirsutus","(Menge, 1869)",,,,,,,,,,,,,,,,
5937,66,"pinetorum","(Thorell, 1856)",,,,,,,,,,,,,,,,
5938,44,"auratus","C. L. Koch, 1835",,,,,"Ret ensfarvet mørk art med violet metalglans. Svag rand af hvide hår på bagkroppens forkant. Hunnen med gulbrune palper mens hannernes er mørke med hvide squamose (affladigede hår) på sider, der vender fremad. Samme hvide hår findes på benene, men ikke så udpræget, som hos mange af slægtens øvrige arter.","Rather uniformly coloured dark spider with purple metallic sheen. There is only a faint white band anteriorly on the abdomen. The palps of the female are light brown, while those of the male are dark with white squamose hairs on the forward directed surface. The same type of white hairs are present on the legs, however less pronounced in this species than in other members of the genus.","3.5-4.5","4.5-5","Klippekyster og stenstrande.","Coastal boulders and shingle.",,,"I Danmark kun kendt fra Bornholms nordkyst. Vidt udbredt i Europa men ret ualmindelig.","In Denmark this species was recently recorded for the first time on the north coast of the island of Bornholm in the Baltic Sea. Widespread but uncommon in Europe.",,
807,233,"tenuipalpis","Simon, 1884","Hedebaldakinspinder",,,,"Bagkroppens dorsalside er altid nærmest ensfarvet kridtfarvet, og arten mangler det brede brune bånd på dorsalsiden, som næsten altid er tilstede hos slægtens almindeligste art, <i>L. triangularis</i>.",,,,"Lyngheder, specielt på meget fattige steder, hvor lyngen er lav og pletvis forekommende. Hvor lyngen er højere fortrænges den af triangularis. I mellemområdet findes de blandet.",,,,"Ret almindelig på heder i Vestjylland. Sjælden eller manglende i andre landsdele.",,,
822,240,"marginella","(Wider, 1834) ",,,,,,,,,,,,,,,,
829,241,"mengei","Simon, 1926",,,,,,,,,,,,,,,,
850,129,"biscissa","(O. P.-Cambridge, 1872)",,,,,,,,,,,,,,,,
869,251,"eremita","Simon, 1879",,,,,,,,,,,,,,,,
878,253,"ungulatus","Vogelsanger, 1944",,,,,,,,,,,,,,,,
882,253,"heydemanni","Wiehle, 1965",,,,,,,,,,,,,,,,
890,257,"lignaria","(Clerck, 1757)",,,,,,,,,,,,,,,,
893,197,"plumipes","Lucas, 1846","Fjerbenet edderkop","Feather-legged lace weaver, Garden center spider",,,"Hunnernes tibiae I er forsynet med nogle iøjnefaldende og karakteristiske hårduske, heraf navnet fjerbenet edderkop. Bagkroppen har to pukler på toppen og er ellers lige så høj som den er lang. Forkroppen er flad og relativ lille. Hele dyret inklusive forbenenes hårduske er meget variabel i farven, som kan spænde fra lyst gul til næsten sort. Den stjerneformede ægkokon vogtes af hunnen. Når et byttedyr skal udsuges, bliver det  indspundet i et nærmest plastikposeagtigt spind. Efterhånden som udsugningen skrider frem bliver \"posen\" mindre og mindre, for til sidst at blive sluppet af edderkoppen, og falde ned som en lille mørk kugle.","Leg I is very long, about 5 times the length of the carapace. Tibia I is provided with several stout spines but are difficult to discern because of the dense hairing of the legs. Calamistrum on leg IV with about 50 bristles. The long brush of hairs on distal half is on the other hand very conspicuous. The abdomen is provided with two large humps. The species is very variable in colouration. Some specimens are unicoloured in light cream with few golden hairs on carapace and legs. Other specimens are much darker, usually brownish very often mottled in lighter colours. Darker specimens also have the legs annulated with lighter hairs.","3-4","4-6","Arten er vel etableret i gartnerier, blomsterbutikker og i supermarkeders planteafdelinger, hvor den alt efter rengøringens effektivitet kan findes i større eller mindre antal. Med undtagelse af voksne hanner er arten er meget stationær, og er derfor nem at holde i f. eks en potteplante i en vindueskarm.","The species is only able to survive indoors in northern Europe. It is typically found in greenhouses, flower shops and in supermarkets selling plants and vegetables. Here the females are often observed to guard their egg sacks indicating that they are able to breed. People buying products in these places may bring the species to their homes but here the chance of escaping the vacuum cleaner is usually slim.",,,"Fjerbenet edderkop stammer oprindeligt fra Sydeuropa, men har bredt sig nordpå, dog ikke til friland. I Danmark kan den findes i næsten enhver blomsterhandel og ses også ofte i supermarkeders blomsterafdelinger.","Parts of Europe, Africa and Asia",,
894,93,"groenlandica","Simon, 1889","Arktisk glans-hjulspinder",,,,,,"3-3.5","4-5",,,,,,,,
940,188,"sandaliatus","(Martini & Goeze, 1778)","Rørkartespinder","Ladybird Spider",,,"Varmekrævende, kompakte, cribellate edderkopper som spinder et karakteristisk, gulligt eller blåligt krustrådsspind med en rørformet, lodret underjordisk retræte. Hannens smukt røde bagkrop med de sorte prikker har givet den tilnavnet Mariehøneedderkop, som dog ikke er helt dækkende da hunnen er ensfarvet fløjlsort.","Compact, cribellate species living in vertical, tubular web extending 5-10 cm in to the ground with bluish or yellowish cribellate web extending from the upper end of the tube and serving as the prey catching part. It is the striking red colouration of the male's abdomen with the six black spots that has given the spider its common name, as the female is uniformly black.","6-11","8-16","Habitaten er mager hede med et varmt mikroklima, og arten ses derfor ofte på sydvendte hedebakker. Man kan finde dens kolonier ved hjælp af artens karakteristiske krustrådsspind, som ofte indeholder byttedyrsrester, f.eks. store, blå dækvinger fra biller. Edderkoppen selv opholder sig næsten altid i den nederste rørformede del af spindet, som er underjordisk. Undertiden kan ungdyr og voksne hanner ses vandre omkring på jorden. I førstnævnte tilfælde formentlig for et finde et nyt sted anlægge et fangspind, i sidstnævnte for at opsøge hunner i deres fangspind.","Its colonies can be found in sandy spots between heather bushes usually on south facing slopes. The spider is rarely seen wandering, and the presence of a colony is only evident from the characteristic web, which often contains blue elytra of large beetles. The web extends in to the ground where the spider is well hidden to predators. Only rarely are males and juveniles seen wandering.",,,"Rørkartespinder er kun kendt fra ca. 30 lokaliteter, alle beliggende i Jylland. Danmark danner nordgrænse for arten. Sjælden i nordvesteuropa. Habitat pleje i England har bevirket at arten der ikke længere er truet og har bredt sig.","The Ladybird Spider is rather rare and is only known from about 30 localities in Jutland.",,
941,273,"tristis","(Hahn, 1833)",,,,,,,,,,,,,,,,
943,66,"inquilina","(Clerck, 1757)","Stor kæmpejæger",,,,"Den største danske <i>Alopecosa</i> art med karakteristiske, kontrastrige tegninger på oversiden, som gør arten let at feltbestemme. Undersiden af forkroppen (coxa, sternum, labium og maxilla) er mørkebrun til sort, mens bagkroppens underside er mat sodsort. Hunnens rygskjold med bredt lyst midterbånd som udvider sig forrest og dækker hele hovedregionen. Bagerst på forkroppen ses to mørke felter som modsvares af to mørke, nyreformede felter forrest på bagkroppen. Bagkrop i øvrigt med med svage sildebenstegninger. Lidt tilbage på bagkroppen ved den første sildebentegning ses endnu et par mørke pletter. Hannen slankere end hunnen, og med mere kontrastrige tegninger. Tibia I er ikke tydeligt mørkere end øvrige led, ej heller opsvulmet eller tæthåret med lange sorte hår som hos andre <i>Alopecosa</i> hanner.","This is the largest <i>Alopecosa</i> species occurring in Denmark. The clear markings of the carapace and abdomen are characteristic and enable easy identification in the field. The ventral side of the prosoma (coxa, sternum, labium og maxilla) are dark brown to black while the underside of the abdomen is soothy black. Female carapace with wide light median band broadened anteriorly and covering the entire eye region. Two dark spots are present at the rear of the carapace opposite two kidney shaped blotches on the abdomen. Further back on the abdomen, there are two more spots at the first pair of the rather faint chevrons. Male is slimmer than the female and with more contrasted markings. Tibia I is not darker than other leg segment, swollen or furnished with long dark hairs as in males of other <i>Alopecosa</i> species.","10-12","14-15","Skovkanter og -lysninger med lyng og blåbær.","Forestedges and clearings with heather and blueberry.",,,"Ret sjælden i Danmark med flest fund fra Østjylland. Vidt udbredt i Europa men generelt ret sjælden.","Uncommon in Denmark with most records from east Jutland. Widespread in Europe but generally uncommon.",,
945,276,"bimaculata","(Linnaeus, 1767) ","Æggebæreren",,,,,,,,,,,,,,,
946,277,"pallens","(Blackwall, 1834) ","Lille bladkugledderkop",,,,,,,,,,,,,,,
947,278,"simile","(C. L. Koch, 1836) ",,,,,,,,,,,,,,,,
948,177,"bucculenta","(Clerck, 1757) ",,,,,,,,,,,,,,,,
949,280,"stativus","(Simon, 1881)",,,,,,,,,,,,,,,,
950,281,"angulipalpis","(Westring, 1851) ",,,,,,,,,,,,,,,,
952,283,"nebulosus","(Sundevall, 1830) ","Udhusbaldakinspinder",,,,,,,,,,,,,,,
953,284,"midas","(Simon, 1884) ",,,,,,,,,,,,,,,,
954,289,"angulatus","(O. P.-Cambridge, 1881) ",,,,,,,,,,,,,,,,
956,291,"ericaeus","(Blackwall, 1853)",,,,,,"Carapace, legs and abdomen yellow-brown. Tm I ca. 0.15-0.19 (Roberts 1987). Tibial spines very long, metatarsi IV spineless. Venter of abdomen often more greyish-brown. According to Locket & Millidge (1953) the abdomen is grey to black but I am not sure if I have seen blackish specimens. The epigyne is clearly projecting which is best seen in lateral view. ","1.3-1.6","1.4-1.9 ",,,,,,,,
957,291,"insignis","(O. P.-Cambridge, 1913)",,,,,,,,,,,,,,,,
958,291,"pallidus","(O. P.-Cambridge, 1871) ",,,,,,,,,,,,,,,,
965,242,"nemoralioides","(O. P.-Cambridge, 1884)",,,,,,,,,,,,,,,,
968,54,"distinguendus","(Simon, 1868)",,,,,"Begge køn tætbehåret med lysegrå hår. Som regel kan tre par lyse pletter skelnes på bakroppen. Hvor hårene er gnedet af kommer den meget mørke grundfarve frem. Hannen lidt mere markeret i tegningerne med lys midterstribe og kontrasterende sorte palpetarser.","Both sexes densely clothed with light-grey hairs. Usually, three pairs of rather indistinct  white dots are present on the abdomen. The dark ground colour is visible where the hairs have been rubbed off. The male with slightly clearer markings, including a whitish central band on the abdomen. The male palpal tarsi are contrasting black.","3-4","4-5","Steder med hvidt sand og sparsom, lav vegetation, såsom kyst- og indlandsklitter.","Sandy places with low and sparse vegetation such as coastal and inland dunes.",,,"Vidt udbredt i Danmark men lokal. Ret sjælden i det øvrige Europa.","Widespread in Denmark but local. Rather rare in much of Europe.",,
