"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"31","0","369","Eidmannella","1","Roewer, 1935","0","","","0","0","0","1","","","","","","","","","","","","",""
"9","0","370","Orchestina","8","Simon, 1882","0","","","0","0","0","1","","","","","","","","","","","","",""
"22","","371","Bianor","2","Peckham & Peckham, 1886","0","","","0","0","0","1","","","","","","","","","","","","",""
"22","","372","Phidippus","1","C. L. Koch, 1846","0","","","0","0","0","1","","","","","","","","","","","","",""
"33","5","373","Sancus","1","Tullgren, 1910","0","","","0","0","0","1","","","","","","","","","","","","",""
"30","22","374","Rhomphaea","2","L. Koch, 1872","0","","","0","0","0","1","","","","","","","","","","","","",""
"30","23","375","Nesticodes","1","Archer, 1950","0","","","0","0","0","1","","","","","","","","","","","","",""
"35","","376","Silometopoides","1","Eskov, 1990","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","0","377","Sisicus","1","Bishop & Crosby, 1938","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","0","378","Tarsiphantes","1","Strand, 1905","0","","","0","0","1","0","","","","","","","","","","","","",""
"42","0","379","Synaphris","6","Simon, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","380","Scotognapha","13","Dalmas, 1920","0","","","0","0","0","0","","","","","","","","","","","","",""
"30","7","381","Cryptachaea","4","Archer, 1946","0","","","0","0","0","1","","","","","","","","","","","","",""
"30","7","382","Ohlertidion","2","Wunderlich, 2008","0","","","0","0","1","0","","","","","","","","","","","","",""
"30","2","383","Phycosoma","1","O. P.-Cambridge, 1879","0","","","0","0","0","0","","","","","","","","","","","","",""
"46","0","384","Chthonius","28","C.L. Koch, 1843","0","","","1","0","0","0","","Carapace often clearly wider in front than at rear. With or without an epistome. The front margin of the carapace and epistome (if present) may be toothed. Usually with two pairs of eyes, but posterior pair may be reduced or eyes may lack altogether in cave-dwellers. Pedipalps with few setae, fingers with teeth of main row close together or widely separated. Coxae II and III with plumiform setae (Coxaldornen). The first 2-4 tergites with usually 2 pairs of setae, remaining tergites usually with 3 pairs of setae (many can be broken off!). Palpal tibia always short. Intercoxal tubercle present carrying two setae. ","","Members of this genus are found in most of Europe with a northern limit in southern regions of Sweden and Norway. They are found under not too dry conditions in leaf litter, humus, moss, under stones and in caves. According to Greek Mythology Chthonius applies to the gods of the lower world, or the shades and to beings that are considered as earth-born.","","","","","","","","",""
"47","0","385","Larca","1","J. C. Chamberlin, 1930","0","","","1","0","0","0","","Cephalothorax narrowed in front and with two transverse grooves. Species of the genus are characterized by having just two trichobothria on the moveable chelal finger (Harvey 2009). Species of the closely related <i>Archeolarca</i> have three or four trichobothria on the movable chelal finger, but they are only found in North America. 

","","","","","","","","","","",""
"48","0","386","Neobisium","29","J. C. Chamberlin, 1930","0","","","1","0","0","0","","Medium to large sized pseudoscorpions with body lengths ranging from 1.5-6.0 mm (Beier 1963). Cephalothorax almost square or longer than broad. Two pairs of eyes or none, however only the posterior pair is reduced in a few cave-dwelling species. An often strongly protruding, more or less triangular epistome is present in many species. Pedipalpal femur longer than carapace (all species or most species?). Fixed and movable finger with 8 and 4 trichobothria, respectively.","","Species rich genus mainly found in Europe. Most species prefer shade and some moisture, and are associated with litter and moss of forests and wetlands. Many species are cave-dwellers, particularly in the warmer regions of the distributional range.","","","","","","","","",""
"48","0","387","Microbisium","2","J. C. Chamberlin, 1930","0","","","1","0","0","0","","Medium sized pseudoscorpions with body lengths ranging from 1.4-2.4 mm (Beier 1963). Cephalothorax almost square or somewhat longer than broad. Four eyes. A small triangular epistome is present. Pedipalps smooth, as long as or shorter than the body. Pedipalpal femur shorter than carapace. Fixed and movable finger with 7 and 3 trichobothria, respectively.","","A species poor genus. Members are found at ground level in moss and leaf litter in both moist and dry conditions.","","","","","","","","",""
"49","0","388","Cheiridium","1","Menge, 1855","0","","","1","0","0","0","","","","","","","","","","","","",""
"50","0","389","Chelifer","1","Geoffroy, 1762","0","","","1","0","0","0","","","","","","","","","","","","",""
"50","0","390","Dactylochelifer","2","Beier, 1932","0","","","1","0","0","0","","","","","","","","","","","","",""
"51","0","391","Allochernes","4","Beier, 1932","0","","","1","0","0","0","","","","","","","","","","","","",""
"51","0","392","Anthrenochernes","1","Lohmander, 1939","0","","","1","0","0","0","","","","","","","","","","","","",""
"51","0","393","Chernes","7","Menge, 1855","0","","","1","0","0","0","","","","","","","","","","","","",""
"51","0","394","Dinocheirus","1","J. C. Chamberlin, 1929","0","","","1","0","0","0","","","","Eyes absent.","","","","","","","","",""
"51","0","395","Lamprochernes","3","Tömösváry, 1882","0","","","1","0","0","0","","","","","","","","","","","","",""
"51","0","396","Pselaphochernes","3","Beier, 1932","0","","","1","0","0","0","","","","","","","","","","","","",""
"52","0","397","Withius","2","Kew, 1911","0","","","1","0","0","0","","","","","","","","","","","","",""
"22","0","398","Mendoza","1","Peckham & Peckham, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","0","399","Saitis","6","Simon, 1876","0","","","0","0","0","0","","","","","","","","","","","","",""
"53","0","400","Ummidia","2","Thorell, 1875","0","","","0","0","0","0","","","","","","","","","","","","",""
"54","0","401","Palpimanus","6","Dufour, 1820","0","","","0","0","0","0","","","","","","","","","","","","",""
"53","0","402","Cyrtocarenum","2","Ausserer, 1871","0","","","0","0","0","0","","","","","","","","","","","","",""
"58","0","405","Mesobuthus","1","Vachon 1950","0","","","0","0","0","0","","","","","","","","","","","","",""
"59","0","406","Euscorpius","1","Thorell 1876","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","409","Cresmatoneta","2","Simon, 1929","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","0","410","Plexippus","2","C. L. Koch, 1846","0","","","0","0","0","0","","","","","","","","","","","","",""
"22","0","411","Habrocestum","8","Simon, 1876","0","","","0","0","0","0","","","","","","","","","","","","",""
"20","0","412","Eusparassus","3","Simon, 1903","0","","","0","0","0","0","","","","","","","","","","","","",""
"21","3","413","Monaeses","2","Thorell, 1869","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","414","Silhouettella","1","Benoit, 1979","0","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","460","Maimuna","3","Lehtinen, 1967","0","","","0","0","0","0","","","","","","","","","","","","",""
"4","0","463","Arctobius","1","Lehtinen, 1967","0","","","0","0","0","0","","","","","","","","","","","","",""
"4","0","464","Pireneitega","3","Kishida, 1955","0","","","0","0","0","0","","","","","","","","","","","","",""
"156","0","467","Pseudanapis","1","Simon, 1905","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","0","469","Cyrtarachne","1","Thorell, 1868","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","0","470","Nemoscolus","1","Simon, 1895","0","","","0","0","0","0","","","","","","","","","","","","",""
"34","0","471","Siwa","1","Grasshoff, 1970","0","","","0","0","0","0","","","","","","","","","","","","",""
"40","0","473","Castianeira","1","Keyserling, 1879","0","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","474","Agelescape","1","Levy, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","475","Benoitia","1","Lehtinen, 1967","0","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","476","Hadites","1","Keyserling, 1862","0","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","479","Pseudophthalmus","1","Joseph, 1882","1","","","0","0","0","0","","","","","","","","","","","","",""
"27","0","480","Pseudotegenaria","4","Caporiacco, 1934","0","","","0","0","0","0","","","","","","","","","","","","",""
"4","0","483","Urocoras","3","Ovtchinnikov, 1999","0","","","0","0","0","0","","","","","","","","","","","","",""
"156","0","484","Comaroma","1","Bertkau, 1889","0","","","0","0","0","0","","","","","","","","","","","","",""
"156","0","486","Zangherella","3","Caporiacco, 1949","0","","","0","0","0","0","","","","","","","","","","","","",""
"157","0","490","Cithaeron","1","O. P.-Cambridge, 1872","0","","","0","0","0","0","","","","","","","","","","","","",""
"40","0","491","Cetonana","1","Strand, 1929","0","","","0","0","0","0","","","","","","","","","","","","",""
"40","0","492","Creugas","1","Thorell, 1878","0","","","0","0","0","0","","","","","","","","","","","","",""
"40","0","493","Phrurolinillus","2","Wunderlich, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"158","0","494","Cupiennius","1","Simon, 1891","0","","","0","0","0","0","","","","","","","","","","","","",""
"158","0","495","Phoneutria","1","Perty, 1833","0","","","0","0","0","0","","","","","","","","","","","","",""
"53","0","496","Cteniza","4","Latreille, 1829","0","","","0","0","0","0","","","","","","","","","","","","",""
"26","0","497","Cedicus","1","Simon, 1875","0","","","0","0","0","0","","","","","","","","","","","","",""
"26","0","498","Cybaeus","9","L. Koch, 1868","0","","","0","0","0","0","","","","","","","","","","","","",""
"159","0","499","Cyrtauchenius","4","Thorell, 1869","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","500","Ajmonia","1","Caporiacco, 1934","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","501","Archaeodictyna","3","Caporiacco, 1928","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","502","Arctella","1","Holm, 1945","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","503","Brommella","2","Tullgren, 1948","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","504","Chaerea","1","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","505","Chorizomma","1","Simon, 1872","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","506","Devade","2","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","507","Hackmania","1","Lehtinen, 1967","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","508","Marilynia","2","Lehtinen, 1967","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","0","509","Mizaga","1","Simon, 1898","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","510","Dysderocrates","5","Deeleman-Reinhold & Deeleman, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","511","Folkia","7","Kratochvl, 1970","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","512","Holissus","1","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","513","Hygrocrates","1","Deeleman-Reinhold, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","514","Kaemis","3","Deeleman-Reinhold, 1993","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","515","Mesostalita","3","Deeleman-Reinhold, 1971","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","516","Minotauria","2","Kulczyn'ski, 1903","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","517","Parachtes","12","Alicata, 1964","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","518","Parastalita","1","Absolon & Kratochvl, 1932","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","519","Rhode","8","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","520","Rhodera","1","Deeleman-Reinhold, 1989","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","521","Sardostalita","1","Gasparo, 1999","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","522","Schaenobates","1","Blackwall, 1850","1","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","523","Speleoharpactea","1","Ribera, 1982","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","524","Stalagtia","6","Kratochvl, 1970","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","525","Stalita","5","Schidte, 1847","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","0","526","Stalitella","1","Absolon & Kratochvl, 1932","0","","","0","0","0","0","","","","","","","","","","","","",""
"3","0","527","Adonea","1","Simon, 1873","0","","","0","0","0","0","","","","","","","","","","","","",""
"3","0","528","Seothyra","1","Purcell, 1903","0","","","0","0","0","0","","","","","","","","","","","","",""
"3","0","529","Stegodyphus","1","Simon, 1873","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","530","Anagraphis","2","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","531","Berinda","3","Roewer, 1928","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","532","Camillina","2","Berland, 1919","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","533","Cesonia","1","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","534","Cryptodrassus","2","Miller, 1943","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","535","Drassodex","6","Murphy, 2007","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","536","Echemus","3","Simon, 1878","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","537","Kishidaia","2","Yaginuma, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","538","Leptodrassex","2","Murphy, 2007","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","539","Minosia","1","Dalmas, 1921","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","540","Parasyrisca","2","Schenkel, 1963","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","541","Pterotricha","8","Kulczynski, 1903","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","542","Pterotrichina","1","Dalmas, 1921","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","543","Setaphis","7","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","544","Sidydrassus","1","Esyunin & Tuneva, 2002","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","545","Sosticus","1","Chamberlin, 1922","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","546","Synaphosus","3","Platnick & Shadab, 1980","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","547","Talanites","2","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","0","548","Zelominor","2","Snazell & Murphy, 1997","0","","","0","0","0","0","","","","","","","","","","","","",""
"28","0","549","Cryphoecina","1","Deltshev, 1997","0","","","0","0","0","0","","","","","","","","","","","","",""
"28","0","550","Dirksia","1","Chamberlin & Ivie, 1942","0","","","0","0","0","0","","","","","","","","","","","","",""
"28","0","551","Iberina","1","Simon, 1881","0","","","0","0","0","0","","","","","","","","","","","","",""
"28","0","552","Tuberta","2","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"160","0","553","Hersiliola","3","Thorell, 1870","0","","","0","0","0","0","","","","","","","","","","","","",""
"160","0","554","Tama","1","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","",""
"161","0","555","Macrothele","2","Ausserer, 1871","0","","","0","0","0","0","","","","","","","","","","","","",""
"162","0","556","Titanidiops","1","Simon, 1903","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","557","Barusia","5","Kratochvl, 1978","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","558","Cataleptoneta","1","Denis, 1955","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","559","Leptoneta","32","Simon, 1872","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","560","Leptonetela","4","Kratochvl, 1978","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","561","Paraleptoneta","1","Fage, 1913","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","562","Protoleptoneta","4","Deltshev, 1972","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","563","Sulcia","10","Kratochvl, 1938","0","","","0","0","0","0","","","","","","","","","","","","",""
"163","0","564","Teloleptoneta","1","Ribera, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","565","Alioranus","2","Simon, 1926","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","566","Antrohyphantes","3","Dumitrescu, 1971","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","567","Archaraeoncus","1","Tanasevitch, 1987","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","568","Arcterigone","1","Eskov & Marusik, 1994","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","569","Birgerius","1","Saaristo, 1973","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","570","Bordea","2","Bosmans, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","571","Canariellanum","4","Wunderlich, 1987","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","572","Canariphantes","3","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","573","Caviphantes","2","Oi, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","574","Centrophantes","2","Miller & Polenec, 1975","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","575","Ceraticelus","1","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","576","Ceratinopsis","2","Emerton, 1882","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","577","Cineta","1","Simon, 1884","1","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","578","Crosbyarachne","1","Charitonov, 1937","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","579","Dactylopisthes","3","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","580","Decipiphantes","1","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","581","Diastanillus","1","Simon, 1926","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","582","Scandichrestus","1","Wunderlich, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","583","Sibirocyba","1","Eskov & Marusik, 1994","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","584","Uralophantes ","1","Esyunin, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","585","Walckenaerianus","1","Wunderlich, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","586","Agraecina","4","Simon, 1932","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","587","Brachyanillus","1","Simon, 1913","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","588","Cybaeodes","7","Simon, 1878","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","589","Macedoniella","1","Drensky, 1935","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","590","Mesiotelus","9","Simon, 1897","0","","","0","0","0","0","","","","","","","","","","","","",""
"17","0","591","Sagana","1","Thorell, 1875","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","592","Allocosa","3","Banks, 1900","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","593","Alopecosella","1","Roewer, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","594","Caspicosa","1","Ponomarev, 2007","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","595","Donacosa","1","Alderweireldt & Jocqu, 1991","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","596","Evippa","1","Simon, 1882","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","597","Geolycosa","1","Montgomery, 1904","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","598","Lycosa","26","Latreille, 1804","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","599","Megarctosa","1","Caporiacco, 1948","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","600","Mustelicosa","2","Roewer, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","601","Pyrenecosa","3","Marusik, Azarkina & Koponen, 2004","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","602","Schizocosa","1","Chamberlin, 1904","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","603","Trabea","2","Simon, 1876","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","604","Trebacosa","2","Dondale & Redner, 1981","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","605","Didectoprocnemis","1","Denis, 1949","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","606","Dresconella","1","Denis, 1950","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","607","Estrandia","1","Blauvelt, 1936","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","608","Fageiella","2","Kratochvl, 1934","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","609","Flagelliphantes","1","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","610","Frontiphantes","1","Wunderlich, 1987","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","611","Heterotrichoncus","1","Wunderlich, 1970","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","612","Horcotes","1","Crosby & Bishop, 1933","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","614","Hypsocephalus","5","Millidge, 1978","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","615","Iberoneta","1","Deeleman-Reinhold, 1984","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","616","Icariella","1","Brignoli, 1979","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","617","Janetschekia","1","Schenkel, 1939","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","618","Karita","1","Tanasevitch, 2007","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","619","Kikimora","1","Eskov, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","620","Maculoncus","1","Wunderlich, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","621","Masikia","1","Millidge, 1984","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","622","Mesasigone","1","Tanasevitch, 1989","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","623","Micryphantes","23","C. L. Koch, 1833","1","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","624","Mycula","1","Schikora, 1994","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","625","Nothophantes","1","Merrett & Stevens, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","626","Nusoncus","1","Wunderlich, 2008","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","627","Ouedia","1","Bosmans & Abrous, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","628","Paraglyphesis","1","Eskov, 1991","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","629","Perregrinus","1","Tanasevitch, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","630","Plaesianillus","1","Simon, 1926","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","631","Praestigia","3","Millidge, 1954","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","0","632","Pronopius","1","Menge, 1869 (Nomen Dubium)","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","633","Pseudocyba","1","Tanasevitch, 1984","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","634","Russocampus","1","Tanasevitch, 2004","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","635","Sauron","2","Eskov, 1995","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","636","Tanasevitchia","1","Marusik & Saaristo, 1999","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","637","Thaleria","1","Tanasevitch, 1984","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","638","Thaumatoncus","1","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","639","Tibiaster","1","Tanasevitch, 1987","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","640","Tibioploides","1","Eskov & Marusik, 1991","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","641","Tibioplus","1","Chamberlin & Ivie, 1947","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","642","Trichoncoides","2","Denis, 1950","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","643","Trichoncyboides","1","Wunderlich, 2008","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","644","Trichopternoides","1","Wunderlich, 2008","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","645","Troxochrota","1","Kulczyn'ski, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","646","Tubercithorax","1","Eskov, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","647","Typhlonyphia","2","Kratochvl, 1936","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","648","Victorium","1","Eskov, 1988","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","649","Wiehlenarius","1","Eskov, 1990","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","650","Wubanoides","2","Eskov, 1986","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","0","651","Zornella","1","Jackson, 1932","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","652","Trochosula","1","Roewer, 1960","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","653","Vesubia","2","Simon, 1910","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","0","654","Wadicosa","1","Zyuzin, 1985","0","","","0","0","0","0","","","","","","","","","","","","",""
"29","0","655","Ermetus","1","Ponomarev, 2008","0","","","0","0","0","0","","","","","","","","","","","","",""
"29","0","656","Mimetus","3","Hentz, 1832","0","","","0","0","0","0","","The distance between the anterior edge of the carapace and the anterior medial eyes (height of clypeus) is about one-third to one-half the distance between the anterior and posterior medial eyes. The length of leg I is about 1.5-1.67 times that of leg IV. ","","","","","","","","","","",""
"37","0","657","Prochora","1","Simon, 1886","0","","","0","0","0","0","","","","","","","","","","","","",""
"36","0","658","Mysmena","2","Simon, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"164","0","659","Brachythele","7","Ausserer, 1871","0","","","0","0","0","0","","","","","","","","","","","","",""
"164","0","660","Iberesia","3","Decae & Cardoso, 2006","0","","","0","0","0","0","","","","","","","","","","","","",""
"164","0","661","Nemesia","50","Audouin, 1826","0","","","0","0","0","0","","","","","","","","","","","","",""
"164","0","662","Spiroctenus","1","Simon, 1889","0","","","0","0","0","0","","","","","","","","","","","","",""
"165","0","663","Nephilengys","1","L. Koch, 1872","0","","","0","0","0","0","","","","","","","","","","","","",""
"31","0","664","Aituaria","1","Esyunin & Efimik, 1998","0","","","0","0","0","0","","","","","","","","","","","","",""
"31","0","665","Canarionesticus","1","Wunderlich, 1992","0","","","0","0","0","0","","","","","","","","","","","","",""
"31","0","666","Carpathonesticus","15","Lehtinen & Saaristo, 1980","0","","","0","0","0","0","","","","","","","","","","","","",""
"31","0","667","Nesticella","1","Lehtinen & Saaristo, 1980","0","","","0","0","0","0","","","","","","","","","","","","",""
"31","0","668","Typhlonesticus","1","Kulczyn'ski, 1914","0","","","0","0","0","0","","","","","","","","","","","","",""
"166","0","669","Theotima","1","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","670","Diblemma","1","O. P.-Cambridge, 1908","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","671","Heteroonops","1","Dalmas, 1916","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","672","Oonopinus","2","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","673","Opopaea","3","Simon, 1891","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","0","674","Pelicinus","1","Simon, 1891","0","","","0","0","0","0","","","","","","","","","","","","",""
"23","0","675","Peucetia","2","Thorell, 1869","0","","","0","0","0","0","","","","","","","","","","","","",""
"41","0","676","Ebo","1","Keyserling, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"13","0","677","Artema","1","Walckenaer, 1837","0","","","0","0","0","0","","","","","","","","","","","","",""
